id,source,target,weight,label
3965,228,528,0.92,-1
3966,228,485,0.96,-1
3967,228,491,0.94,63
3968,402,260,0.92,-1
3969,402,461,0.92,-1
3970,239,302,0.94,-1
3971,239,328,0.98,88
3972,239,330,0.96,-1
3973,239,350,0.96,-1
3974,239,354,0.98,-1
3975,239,413,0.91,-1
3976,239,434,0.96,-1
3977,239,453,0.9,-1
3978,239,483,0.92,-1
3979,239,523,0.97,-1
3980,239,540,0.91,-1
3981,239,545,0.9,-1
3982,239,547,0.94,-1
3983,252,262,0.9,-1
3984,252,358,0.92,-1
3985,252,518,0.92,-1
3986,420,277,0.91,-1
3987,420,286,0.91,-1
3988,395,286,0.93,-1
3989,395,492,0.9,-1
3990,277,286,0.91,-1
3991,278,518,0.9,-1
3992,301,518,0.91,-1
3993,543,531,0.92,-1
3994,543,488,0.94,-1
3995,286,381,0.94,224
3996,286,486,0.94,224
3997,286,398,0.96,-1
3998,286,461,0.92,-1
3999,286,496,0.91,-1
4000,286,541,0.93,224
4001,297,383,0.94,-1
4002,297,394,0.9,165
4003,299,352,0.95,-1
4004,299,441,0.93,-1
4005,299,442,0.91,211
4006,299,531,0.94,211
4007,302,330,0.9,-1
4008,302,350,0.9,-1
4009,302,354,0.91,-1
4010,302,434,0.91,-1
4011,302,453,0.92,-1
4012,302,545,0.96,79
4013,302,547,0.96,79
4014,308,509,0.92,262
4015,460,391,0.93,-1
4016,383,394,0.92,-1
4017,383,325,0.94,-1
4018,323,413,0.91,-1
4019,323,434,0.92,81
4020,323,438,0.93,81
4021,323,453,0.92,81
4022,323,507,0.96,81
4023,325,391,0.94,-1
4024,328,330,0.94,-1
4025,328,350,0.97,-1
4026,328,354,0.97,-1
4027,328,434,0.92,-1
4028,328,483,0.94,-1
4029,328,523,0.98,-1
4030,328,529,0.9,-1
4031,330,350,0.94,-1
4032,330,354,0.95,-1
4033,330,523,0.96,-1
4034,330,540,0.93,-1
4035,337,491,0.92,63
4036,350,354,0.99,92
4037,350,483,0.97,92
4038,350,523,0.97,92
4039,352,398,0.93,-1
4040,352,441,0.94,-1
4041,352,461,0.95,-1
4042,352,488,0.91,-1
4043,354,483,0.96,92
4044,354,523,0.97,92
4045,354,547,0.9,-1
4046,528,389,0.9,-1
4047,381,398,0.95,-1
4048,381,478,0.92,-1
4049,381,496,0.95,-1
4050,486,398,0.94,-1
4051,486,478,0.9,-1
4052,486,496,0.94,-1
4053,486,541,0.98,224
4054,389,438,0.93,-1
4055,389,545,0.91,-1
4056,484,438,0.92,-1
4057,484,439,0.97,80
4058,484,524,0.97,80
4059,484,545,0.92,-1
4060,398,461,0.94,228
4061,398,496,0.92,228
4062,398,541,0.91,-1
4063,413,428,0.94,-1
4064,413,434,0.96,-1
4065,413,438,0.91,-1
4066,413,507,0.97,-1
4067,428,434,0.92,-1
4068,428,438,0.93,-1
4069,428,507,0.94,-1
4070,434,438,0.96,81
4071,434,453,0.93,81
4072,434,507,0.95,81
4073,434,523,0.91,-1
4074,434,540,0.91,-1
4075,434,547,0.94,-1
4076,438,439,0.93,-1
4077,438,453,0.91,81
4078,438,507,0.91,81
4079,438,524,0.97,-1
4080,438,540,0.93,-1
4081,438,545,0.92,-1
4082,438,547,0.92,-1
4083,439,524,0.97,80
4084,441,442,0.92,-1
4085,441,531,0.92,-1
4086,441,461,0.96,-1
4087,441,496,0.92,-1
4088,453,507,0.9,81
4089,453,545,0.92,-1
4090,453,547,0.96,-1
4091,461,496,0.94,228
4092,478,496,0.98,228
4093,481,492,0.9,-1
4094,483,523,0.94,92
4095,483,529,0.91,92
4096,485,491,0.91,-1
4097,496,541,0.92,-1
4098,524,545,0.9,-1
4099,540,545,0.9,-1
4100,545,547,0.96,79
